FIPS,County,Deaths,Population,MortalityRate,CountyName,State,Income,Education,Black,Hispanic,Rurality
1095,"Marshall County, AL",420.0,99423.0,422.4,Marshall County,AL,59882.0,0.8442075185,0.0271745603,0.1751756719,0.5365119043
1097,"Mobile County, AL",1693.0,411411.0,411.5,Mobile County,AL,55538.0,0.8900830693,0.3636405597,0.035455738,0.2239633181
1099,"Monroe County, AL",99.0,19404.0,510.2,Monroe County,AL,49314.0,0.8361468977,0.4169223569,0.0144053253,0.7833299616
1101,"Montgomery County, AL",719.0,226361.0,317.6,Montgomery County,AL,60063.0,0.8884380935,0.6033069606,0.0499111032,0.1236405566
1103,"Morgan County, AL",516.0,124211.0,415.4,Morgan County,AL,70387.0,0.8508455455,0.1290466943,0.1063028937,0.3843754304
1105,"Perry County, AL",50.0,8035.0,622.3,Perry County,AL,34176.0,0.8217232777,0.6928146808,0.0138278625,1.0
1107,"Pickens County, AL",70.0,18697.0,374.4,Pickens County,AL,47372.0,0.8388186894,0.3872538527,0.0672624144,1.0
1109,"Pike County, AL",104.0,33014.0,315.0,Pike County,AL,50675.0,0.8758267879,0.3803301446,0.0282463711,0.5617558848
1111,"Randolph County, AL",133.0,22479.0,591.7,Randolph County,AL,57148.0,0.8360101976,0.1789256561,0.0287018345,1.0
1113,"Russell County, AL",197.0,58555.0,336.4,Russell County,AL,52312.0,0.8578925011,0.4556720686,0.0613169004,0.4035111434
1115,"St. Clair County, AL",355.0,93932.0,377.9,St. Clair County,AL,78349.0,0.8758491952,0.1126402378,0.030297639,0.6711085255
1117,"Shelby County, AL",566.0,230115.0,246.0,Shelby County,AL,90280.0,0.9400800986,0.1443004292,0.0756094421,0.2396737571
1119,"Sumter County, AL",35.0,11853.0,295.3,Sumter County,AL,37021.0,0.8795113046,0.6910548307,0.0144111879,1.0
1121,"Talladega County, AL",382.0,80704.0,473.3,Talladega County,AL,59491.0,0.8451134833,0.323472859,0.0244786274,0.5867995959
1123,"Tallapoosa County, AL",186.0,40977.0,453.9,Tallapoosa County,AL,60583.0,0.838088517,0.2640066868,0.0292794454,0.7840768802
1125,"Tuscaloosa County, AL",677.0,236780.0,285.9,Tuscaloosa County,AL,61117.0,0.9087083063,0.3228631731,0.054757702,0.3109022358
1127,"Walker County, AL",439.0,64339.0,682.3,Walker County,AL,57950.0,0.8287923007,0.0612099864,0.038885799,0.7968534786
1129,"Washington County, AL",80.0,15122.0,529.0,Washington County,AL,57311.0,0.8868504377,0.2271335375,0.0111835974,1.0
1131,"Wilcox County, AL",60.0,10059.0,596.5,Wilcox County,AL,34426.0,0.7786755158,0.68845535,0.01307321,1.0
1133,"Winston County, AL",147.0,23755.0,618.8,Winston County,AL,52280.0,0.7876656114,0.0113082885,0.0383719453,1.0
2020,"Anchorage Borough, AK",486.0,287145.0,169.3,Anchorage Borough,AK,93881.0,0.9400815606,0.0511753911,0.0960167788,0.0426922852
2050,"Bethel Census Area, AK",35.0,18257.0,191.7,Bethel Census Area,AK,62140.0,0.8192711914,0.0093283582,0.0144315189,0.7269366763
2090,"Fairbanks North Star Borough, AK",151.0,95356.0,158.4,Fairbanks North Star Borough,AK,86780.0,0.9488130443,0.0472796288,0.088211725,0.2536093252
2110,"Juneau Borough, AK",62.0,31685.0,195.7,Juneau Borough,AK,99748.0,0.9465018779,0.0125812074,0.0741562351,0.2324910867
2122,"Kenai Peninsula Borough, AK",142.0,60690.0,234.0,Kenai Peninsula Borough,AK,74185.0,0.9430886648,0.007889192,0.0454731065,0.7740097621
2130,"Ketchikan Gateway Borough, AK",36.0,13741.0,262.0,Ketchikan Gateway Borough,AK,87760.0,0.9492238358,0.0112097831,0.0578686854,0.1414539719
2150,"Kodiak Island Borough, AK",20.0,12720.0,157.2,Kodiak Island Borough,AK,86250.0,0.9253784295,0.0124950259,0.0865101472,0.2725746126
2170,"Matanuska-Susitna Borough, AK",197.0,113325.0,173.8,Matanuska-Susitna Borough,AK,94376.0,0.9429318082,0.0125218025,0.0550855179,0.500901187
2180,"Nome Census Area, AK",26.0,9835.0,264.4,Nome Census Area,AK,75296.0,0.8860645394,0.0091160504,0.0222267746,1.0
2185,"North Slope Borough, AK",25.0,10805.0,231.4,North Slope Borough,AK,103556.0,0.9018077239,0.0166933887,0.0542299349,1.0
4001,"Apache County, AZ",184.0,65432.0,281.2,Apache County,AZ,43121.0,0.8492218586,0.0063657051,0.0662863645,1.0
4003,"Cochise County, AZ",449.0,125663.0,357.3,Cochise County,AZ,53011.0,0.8921789399,0.0368741977,0.3479139923,0.3676771864
4005,"Coconino County, AZ",212.0,144060.0,147.2,Coconino County,AZ,71528.0,0.9197451938,0.0123484135,0.156293261,0.3240432526
4007,"Gila County, AZ",257.0,53922.0,476.6,Gila County,AZ,55804.0,0.8963317384,0.006388534,0.1828231765,0.4435726085
4009,"Graham County, AZ",110.0,38779.0,283.7,Graham County,AZ,66469.0,0.8423814329,0.0150031626,0.3097533207,0.5242778917
4011,"Greenlee County, AZ",23.0,9302.0,247.3,Greenlee County,AZ,71273.0,0.8809286899,0.0159035116,0.4688867542,1.0
4012,"La Paz County, AZ",105.0,16506.0,636.1,La Paz County,AZ,48801.0,0.8254891592,0.0098743268,0.252962298,0.4341970164
4013,"Maricopa County, AZ",10862.0,4551524.0,238.6,Maricopa County,AZ,86973.0,0.8949630015,0.0608043706,0.3140589868,0.0230465859
4015,"Mohave County, AZ",1260.0,220816.0,570.6,Mohave County,AZ,56302.0,0.8816610998,0.0128933039,0.1763038599,0.2393244149
4017,"Navajo County, AZ",342.0,108650.0,314.8,Navajo County,AZ,51011.0,0.8599339916,0.0086649874,0.110977788,0.6425311806
4019,"Pima County, AZ",3081.0,1057597.0,291.3,Pima County,AZ,69553.0,0.8994586341,0.0378437153,0.3662743778,0.0884196685
4021,"Pinal County, AZ",1220.0,464154.0,262.8,Pinal County,AZ,77290.0,0.8912605148,0.0578474679,0.3016960633,0.2303204598
4023,"Santa Cruz County, AZ",103.0,48759.0,211.2,Santa Cruz County,AZ,52400.0,0.7770678253,0.0056959193,0.8210667643,0.5978938094
4025,"Yavapai County, AZ",974.0,246191.0,395.6,Yavapai County,AZ,67317.0,0.924968317,0.0082061659,0.156920841,0.3198057652
4027,"Yuma County, AZ",616.0,207842.0,296.4,Yuma County,AZ,61225.0,0.7663753351,0.0189146472,0.6522762767,0.1510047528
5001,"Arkansas County, AR",83.0,16512.0,502.7,Arkansas County,AR,50198.0,0.8748281787,0.249708714,0.0431103207,0.5258032538
5003,"Ashley County, AR",103.0,18354.0,561.2,Ashley County,AR,49560.0,0.8782955242,0.2356806483,0.0658744935,0.623124541
5005,"Baxter County, AR",277.0,42435.0,652.8,Baxter County,AR,48804.0,0.8940199645,0.0054577259,0.0303906706,0.5728013068
5007,"Benton County, AR",615.0,302863.0,203.1,Benton County,AR,92632.0,0.90574767,0.0200377476,0.1871015038,0.2400424854
5009,"Boone County, AR",181.0,38284.0,472.8,Boone County,AR,56154.0,0.9072498683,0.0054762523,0.0335842201,0.6267358788
5011,"Bradley County, AR",40.0,10135.0,394.7,Bradley County,AR,44525.0,0.8726197346,0.2754354711,0.1645882819,0.4994784258
5013,"Calhoun County, AR",20.0,4695.0,426.0,Calhoun County,AR,57689.0,0.8668044891,0.2102995044,0.0293040293,1.0
5015,"Carroll County, AR",111.0,28742.0,386.2,Carroll County,AR,53986.0,0.8399941012,0.0067328382,0.1596446172,0.821054494
5017,"Chicot County, AR",55.0,9873.0,557.1,Chicot County,AR,40381.0,0.8155367637,0.5239043825,0.0666806458,1.0
5019,"Clark County, AR",81.0,21250.0,381.2,Clark County,AR,53561.0,0.8996525814,0.2255805208,0.0589451913,0.5297025086
5021,"Clay County, AR",69.0,14265.0,483.7,Clay County,AR,47663.0,0.8664783794,0.0090134498,0.0254911626,1.0
5023,"Cleburne County, AR",123.0,25284.0,486.5,Cleburne County,AR,56692.0,0.8826926162,0.0064452741,0.0305757516,0.7271255716
5025,"Cleveland County, AR",33.0,7467.0,441.9,Cleveland County,AR,54458.0,0.916434022,0.1074817024,0.0277853077,1.0
5027,"Columbia County, AR",95.0,22216.0,427.6,Columbia County,AR,44175.0,0.8846372285,0.3491196388,0.0355756208,0.5437480812
5029,"Conway County, AR",101.0,21046.0,479.9,Conway County,AR,53863.0,0.9012828428,0.1141528681,0.0502917873,0.6939415882
5031,"Craighead County, AR",381.0,113017.0,337.1,Craighead County,AR,60204.0,0.9025407184,0.1808619828,0.0647145,0.336686715
5033,"Crawford County, AR",247.0,61075.0,404.4,Crawford County,AR,63905.0,0.8663219196,0.0173369311,0.0896414664,0.4940881047
5035,"Crittenden County, AR",137.0,47061.0,291.1,Crittenden County,AR,52153.0,0.852889955,0.5566940325,0.0344937313,0.1837510122
5037,"Cross County, AR",70.0,16601.0,421.7,Cross County,AR,47669.0,0.8341186736,0.2280146163,0.0228989038,0.5506445672
5039,"Dallas County, AR",28.0,6191.0,452.3,Dallas County,AR,46701.0,0.8901935203,0.3962813258,0.0417138238,1.0
5041,"Desha County, AR",50.0,10771.0,464.2,Desha County,AR,43469.0,0.7788884446,0.4707510259,0.0748162993,0.6219394471
5043,"Drew County, AR",88.0,16911.0,520.4,Drew County,AR,48746.0,0.871353027,0.2673945117,0.0494541163,0.5404034582
5045,"Faulkner County, AR",351.0,127665.0,274.9,Faulkner County,AR,68543.0,0.9368387508,0.124339174,0.0575216812,0.460566163
5047,"Franklin County, AR",85.0,17271.0,492.2,Franklin County,AR,54077.0,0.8707010582,0.0094458438,0.0356652164,1.0
5049,"Fulton County, AR",80.0,12382.0,646.1,Fulton County,AR,46346.0,0.8772889683,0.010063602,0.0216568714,1.0
5051,"Garland County, AR",485.0,100089.0,484.6,Garland County,AR,53849.0,0.9089463003,0.0837108154,0.0758839092,0.3378418846
5053,"Grant County, AR",71.0,18160.0,391.0,Grant County,AR,64306.0,0.9111058713,0.0320404722,0.030027743,0.7377213498
5055,"Greene County, AR",156.0,46448.0,335.9,Greene County,AR,55444.0,0.8739794448,0.0248379436,0.0388293434,0.4514386916
5057,"Hempstead County, AR",98.0,19453.0,503.8,Hempstead County,AR,50576.0,0.8343159486,0.2928191077,0.1564907202,0.5586842761
5059,"Hot Spring County, AR",149.0,33203.0,448.8,Hot Spring County,AR,53767.0,0.8939646549,0.1115220398,0.0428769018,0.7320823245
5061,"Howard County, AR",72.0,12557.0,573.4,Howard County,AR,47308.0,0.8938421303,0.2053778026,0.1256682359,1.0
5063,"Independence County, AR",199.0,37945.0,524.4,Independence County,AR,59695.0,0.8749359303,0.0237995825,0.0901617954,0.71234646
5065,"Izard County, AR",54.0,14048.0,384.4,Izard County,AR,47320.0,0.8477123561,0.027383725,0.0307008257,1.0
5067,"Jackson County, AR",62.0,16624.0,373.0,Jackson County,AR,45762.0,0.8377046442,0.1776692088,0.0350333651,0.6450611758
5069,"Jefferson County, AR",282.0,64246.0,438.9,Jefferson County,AR,49581.0,0.8856704265,0.5729410471,0.0280862695,0.3059322034
5071,"Johnson County, AR",100.0,26001.0,384.6,Johnson County,AR,50387.0,0.8390300231,0.0178728616,0.1406100501,0.6964542312
5073,"Lafayette County, AR",48.0,6101.0,786.8,Lafayette County,AR,43824.0,0.816240267,0.3360131255,0.0421657096,1.0
5075,"Lawrence County, AR",70.0,16205.0,432.0,Lawrence County,AR,49015.0,0.8238469985,0.0136046084,0.0230420395,0.5966946226
5077,"Lee County, AR",36.0,8364.0,430.4,Lee County,AR,36735.0,0.8258064516,0.5361541275,0.0340202414,1.0
5079,"Lincoln County, AR",53.0,12916.0,410.3,Lincoln County,AR,53381.0,0.8325681053,0.3045433401,0.0521786323,1.0
5081,"Little River County, AR",65.0,11821.0,549.9,Little River County,AR,48837.0,0.9101336171,0.191613723,0.0415925455,1.0
5083,"Logan County, AR",104.0,21253.0,489.3,Logan County,AR,51290.0,0.8928994083,0.0137850467,0.0380841121,1.0
5085,"Lonoke County, AR",259.0,75225.0,344.3,Lonoke County,AR,74687.0,0.9021105608,0.065245444,0.0568576846,0.5193676957
5087,"Madison County, AR",64.0,17486.0,366.0,Madison County,AR,52262.0,0.8577398863,0.0055133615,0.0706610408,1.0
5089,"Marion County, AR",100.0,17254.0,579.6,Marion County,AR,49975.0,0.8631231277,0.0064519813,0.0292337559,1.0
5091,"Miller County, AR",179.0,42552.0,420.7,Miller County,AR,50421.0,0.8691766825,0.2584227278,0.042697159,0.3990610329
5093,"Mississippi County, AR",191.0,38896.0,491.1,Mississippi County,AR,49484.0,0.8560959617,0.3564907017,0.0506685979,0.4563844169
5095,"Monroe County, AR",34.0,6564.0,518.0,Monroe County,AR,40631.0,0.8343195266,0.3972665848,0.0328624079,1.0
5097,"Montgomery County, AR",51.0,8556.0,596.1,Montgomery County,AR,48991.0,0.8758069474,0.006612529,0.0503480278,1.0
5099,"Nevada County, AR",39.0,8181.0,476.7,Nevada County,AR,45562.0,0.9011420414,0.2981527094,0.0498768473,1.0
5101,"Newton County, AR",37.0,7078.0,522.7,Newton County,AR,46307.0,0.8544097953,0.0050912176,0.0152736529,1.0
5103,"Ouachita County, AR",124.0,22049.0,562.4,Ouachita County,AR,49690.0,0.8887682779,0.3965493507,0.02748589,0.5641059603
5105,"Perry County, AR",43.0,10063.0,427.3,Perry County,AR,57996.0,0.9169660127,0.0231736057,0.038197172,1.0
5107,"Phillips County, AR",56.0,15304.0,365.9,Phillips County,AR,37338.0,0.8263995399,0.6195441481,0.0219236682,0.4809874457
5109,"Pike County, AR",60.0,10179.0,589.4,Pike County,AR,53108.0,0.8711042166,0.0353644201,0.081700627,1.0
5111,"Poinsett County, AR",108.0,22495.0,480.1,Poinsett County,AR,51635.0,0.8234228405,0.0847434924,0.0381747555,0.6850424559
5113,"Polk County, AR",129.0,19337.0,667.1,Polk County,AR,47766.0,0.8738279808,0.0064828154,0.0712080675,0.7120857396
5115,"Pope County, AR",222.0,64065.0,346.5,Pope County,AR,59016.0,0.8597831325,0.030839255,0.1146254238,0.5588583329
5117,"Prairie County, AR",42.0,8069.0,520.5,Prairie County,AR,54962.0,0.859238031,0.1034096565,0.025136884,1.0
5119,"Pulaski County, AR",1185.0,399145.0,296.9,Pulaski County,AR,61344.0,0.9196168817,0.3790564712,0.0833556245,0.1136160351
5121,"Randolph County, AR",77.0,18837.0,408.8,Randolph County,AR,51480.0,0.860530641,0.0125879304,0.027820384,0.6142372516
5123,"St. Francis County, AR",105.0,22451.0,467.7,St. Francis County,AR,41708.0,0.8568419748,0.5332790371,0.0395457219,0.6294066696
5125,"Saline County, AR",385.0,127357.0,302.3,Saline County,AR,77844.0,0.9265011421,0.0987543797,0.0742510071,0.3676184611
5127,"Scott County, AR",64.0,9805.0,652.7,Scott County,AR,46026.0,0.8458309207,0.0108618414,0.0809054918,1.0
5129,"Searcy County, AR",42.0,7918.0,530.4,Searcy County,AR,40688.0,0.8004179728,0.0069177556,0.0225467589,1.0
5131,"Sebastian County, AR",413.0,129059.0,320.0,Sebastian County,AR,58112.0,0.8517927181,0.0660970735,0.1636121396,0.1967464534
5133,"Sevier County, AR",59.0,15686.0,376.1,Sevier County,AR,52845.0,0.7253594499,0.0383828045,0.3577917093,0.627880548
5135,"Sharp County, AR",104.0,17810.0,583.9,Sharp County,AR,45258.0,0.8535801114,0.0122439893,0.0260463045,1.0
5137,"Stone County, AR",71.0,12575.0,564.6,Stone County,AR,43767.0,0.8600656455,0.0063136295,0.0231236682,1.0
5139,"Union County, AR",178.0,37752.0,471.5,Union County,AR,49664.0,0.8795695642,0.3235821055,0.0488274461,0.521227019
5141,"Van Buren County, AR",85.0,16102.0,527.9,Van Buren County,AR,50332.0,0.8643169583,0.0076198736,0.0350018585,1.0
5143,"Washington County, AR",688.0,256054.0,268.7,Washington County,AR,66158.0,0.8726297793,0.0370561539,0.1870892261,0.2400120388
5145,"White County, AR",262.0,77755.0,337.0,White County,AR,56178.0,0.8674764998,0.0457477184,0.0507571509,0.5591367056
5147,"Woodruff County, AR",28.0,6049.0,462.9,Woodruff County,AR,43259.0,0.8291676221,0.2476525822,0.0212944333,1.0
5149,"Yell County, AR",101.0,20129.0,501.8,Yell County,AR,51997.0,0.8150301621,0.0180103772,0.2109858312,0.8070374574
6001,"Alameda County, CA",3292.0,1628997.0,202.1,Alameda County,CA,119230.0,0.8889984217,0.0964290206,0.2333860194,0.0049056292
6005,"Amador County, CA",171.0,41412.0,412.9,Amador County,CA,80767.0,0.9096726557,0.0274568893,0.1645978331,0.692296289
6007,"Butte County, CA",620.0,207303.0,299.1,Butte County,CA,63084.0,0.9032705547,0.0175989033,0.2056455506,0.2101667045
6009,"Calaveras County, CA",152.0,46563.0,326.4,Calaveras County,CA,77041.0,0.9334622065,0.0089337485,0.1521743799,0.8197474168
6011,"Colusa County, CA",45.0,21914.0,205.3,Colusa County,CA,66675.0,0.7319255548,0.0108453964,0.6343422426,0.4270342049
6013,"Contra Costa County, CA",2582.0,1156966.0,223.2,Contra Costa County,CA,122000.0,0.8961254667,0.0845678665,0.2781264475,0.0100014838
6015,"Del Norte County, CA",91.0,27082.0,336.0,Del Norte County,CA,70231.0,0.8554374654,0.0257249238,0.1979013878,0.4369750928
6017,"El Dorado County, CA",535.0,192646.0,277.7,El Dorado County,CA,107063.0,0.9491652095,0.0093176911,0.147319408,0.3667233308
6019,"Fresno County, CA",2551.0,1015190.0,251.3,Fresno County,CA,71271.0,0.7859692483,0.0469128811,0.5493028642,0.1126501258
6021,"Glenn County, CA",99.0,28339.0,349.3,Glenn County,CA,64197.0,0.8032320412,0.0076433574,0.4553663479,0.4121105232
6023,"Humboldt County, CA",476.0,135010.0,352.6,Humboldt County,CA,61307.0,0.9151826301,0.0125088629,0.1444116879,0.3153455515
6025,"Imperial County, CA",357.0,178713.0,199.8,Imperial County,CA,58768.0,0.7184713606,0.0221605411,0.8630324422,0.1840547128
6027,"Inyo County, CA",62.0,18718.0,331.2,Inyo County,CA,71656.0,0.9280420235,0.0096075997,0.2455875209,0.4208561212
6029,"Kern County, CA",2134.0,916108.0,232.9,Kern County,CA,68436.0,0.7713498327,0.0505132302,0.5713794839,0.1335287357
6031,"Kings County, CA",298.0,152981.0,194.8,Kings County,CA,65768.0,0.7423517714,0.0602297586,0.5876855163,0.1091378881
6033,"Lake County, CA",287.0,68191.0,420.9,Lake County,CA,57945.0,0.8708490855,0.0178702967,0.2542060756,0.4078752402
6035,"Lassen County, CA",89.0,29904.0,297.6,Lassen County,CA,77743.0,0.7914344508,0.0626797408,0.2181490593,0.7251756798
6037,"Los Angeles County, CA",24045.0,9721138.0,247.3,Los Angeles County,CA,86499.0,0.8066315112,0.0795774134,0.485949948,0.0089095187
6039,"Madera County, CA",400.0,160256.0,249.6,Madera County,CA,66084.0,0.7304758771,0.0301919464,0.6131230888,0.3860740456
6041,"Marin County, CA",728.0,256018.0,284.4,Marin County,CA,139197.0,0.9273451854,0.0249796586,0.1962524616,0.060128621
6043,"Mariposa County, CA",69.0,17020.0,405.4,Mariposa County,CA,64352.0,0.9047192354,0.0127076068,0.1539689107,1.0
6045,"Mendocino County, CA",288.0,89783.0,320.8,Mendocino County,CA,65891.0,0.861622003,0.0077770795,0.281175652,0.4846453641
6047,"Merced County, CA",592.0,290014.0,204.1,Merced County,CA,58962.0,0.7188925043,0.0292443135,0.6387332146,0.1679895591
6049,"Modoc County, CA",33.0,8511.0,387.7,Modoc County,CA,51996.0,0.8794656726,0.0095294118,0.1582352941,1.0
6053,"Monterey County, CA",790.0,432858.0,182.5,Monterey County,CA,86809.0,0.7333478949,0.0217796589,0.6201201236,0.1425330555
6055,"Napa County, CA",416.0,134300.0,309.8,Napa County,CA,100469.0,0.8470721711,0.0199825847,0.3670730243,0.1472550881
6057,"Nevada County, CA",362.0,102293.0,353.9,Nevada County,CA,87142.0,0.9506860035,0.0062820349,0.1091760832,0.4820473196
6059,"Orange County, CA",7325.0,3151184.0,232.5,Orange County,CA,109768.0,0.8694406263,0.0174898868,0.3421998849,0.0024982829
6061,"Placer County, CA",1318.0,417772.0,315.5,Placer County,CA,110020.0,0.949247007,0.0199569838,0.159622817,0.1458124866
6063,"Plumas County, CA",55.0,19351.0,284.2,Plumas County,CA,64121.0,0.9398342977,0.0090429146,0.1055877895,1.0
6065,"Riverside County, CA",6778.0,2473902.0,274.0,Riverside County,CA,90251.0,0.8329993991,0.0640416106,0.5188441697,0.0547348528
6067,"Sacramento County, CA",4032.0,1584169.0,254.5,Sacramento County,CA,89984.0,0.8836751928,0.0961599154,0.2448317478,0.0239922274
6069,"San Benito County, CA",110.0,67579.0,162.8,San Benito County,CA,105112.0,0.8323820483,0.0120278695,0.6253318665,0.2273513059
6071,"San Bernardino County, CA",5319.0,2193656.0,242.5,San Bernardino County,CA,84576.0,0.8209429955,0.0807337912,0.5585119586,0.0538146746
6073,"San Diego County, CA",7341.0,3276208.0,224.1,San Diego County,CA,103476.0,0.8901770939,0.0468606316,0.3488508927,0.043946373
6075,"San Francisco County, CA",2168.0,808437.0,268.2,San Francisco County,CA,125456.0,0.8879755782,0.050984687,0.1637725158,0.0
6077,"San Joaquin County, CA",1662.0,793229.0,209.5,San Joaquin County,CA,86211.0,0.8043062722,0.0701179203,0.4272596181,0.077513401
6079,"San Luis Obispo County, CA",886.0,282013.0,314.2,San Luis Obispo County,CA,89809.0,0.9177009247,0.015296177,0.2522839522,0.1908796703
